Date Category,Period,Time Category,$/kWh,Solar Production (kWh),Home Usage (kWh),Cost ,Net Grid Energy(kWh),Cumulative Solar Production (kWh),Cumulative Home Usage (kWh),Cumulative Net Grid Energy (kWh),Accumulative Cost
Weekday,"Monday, 9/16/2024 - 11:00am - 12:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/16/2024 - 12:00pm - 1:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/16/2024 - 1:00pm - 2:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/16/2024 - 2:00pm - 3:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/16/2024 - 3:00pm - 4:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/16/2024 - 4:00pm - 5:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/16/2024 - 5:00pm - 6:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/16/2024 - 6:00pm - 7:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/16/2024 - 7:00pm - 8:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/16/2024 - 8:00pm - 9:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/16/2024 - 9:00pm - 10:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/16/2024 - 10:00pm - 11:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/16/2024 - 11:00pm - 12:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 12:00am - 1:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 1:00am - 2:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 2:00am - 3:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 3:00am - 4:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 4:00am - 5:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 5:00am - 6:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 6:00am - 7:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 7:00am - 8:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 8:00am - 9:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 9:00am - 10:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 10:00am - 11:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 11:00am - 12:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 12:00pm - 1:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 1:00pm - 2:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 2:00pm - 3:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 3:00pm - 4:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 4:00pm - 5:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 5:00pm - 6:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 6:00pm - 7:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 7:00pm - 8:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 8:00pm - 9:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 9:00pm - 10:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 10:00pm - 11:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/17/2024 - 11:00pm - 12:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 12:00am - 1:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 1:00am - 2:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 2:00am - 3:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 3:00am - 4:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 4:00am - 5:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 5:00am - 6:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 6:00am - 7:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 7:00am - 8:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 8:00am - 9:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 9:00am - 10:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 10:00am - 11:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 11:00am - 12:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 12:00pm - 1:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 1:00pm - 2:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 2:00pm - 3:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 3:00pm - 4:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 4:00pm - 5:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 5:00pm - 6:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 6:00pm - 7:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 7:00pm - 8:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 8:00pm - 9:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 9:00pm - 10:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 10:00pm - 11:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Wednesday, 9/18/2024 - 11:00pm - 12:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 12:00am - 1:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 1:00am - 2:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 2:00am - 3:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 3:00am - 4:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 4:00am - 5:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 5:00am - 6:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 6:00am - 7:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 7:00am - 8:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 8:00am - 9:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 9:00am - 10:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 10:00am - 11:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 11:00am - 12:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 12:00pm - 1:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 1:00pm - 2:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 2:00pm - 3:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 3:00pm - 4:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 4:00pm - 5:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 5:00pm - 6:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 6:00pm - 7:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 7:00pm - 8:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 8:00pm - 9:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 9:00pm - 10:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 10:00pm - 11:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Thursday, 9/19/2024 - 11:00pm - 12:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 12:00am - 1:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 1:00am - 2:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 2:00am - 3:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 3:00am - 4:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 4:00am - 5:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 5:00am - 6:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 6:00am - 7:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 7:00am - 8:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 8:00am - 9:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 9:00am - 10:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 10:00am - 11:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 11:00am - 12:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 12:00pm - 1:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 1:00pm - 2:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 2:00pm - 3:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 3:00pm - 4:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 4:00pm - 5:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 5:00pm - 6:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 6:00pm - 7:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 7:00pm - 8:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 8:00pm - 9:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 9:00pm - 10:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 10:00pm - 11:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Friday, 9/20/2024 - 11:00pm - 12:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 12:00am - 1:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 1:00am - 2:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 2:00am - 3:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 3:00am - 4:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 4:00am - 5:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 5:00am - 6:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 6:00am - 7:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 7:00am - 8:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 8:00am - 9:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 9:00am - 10:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 10:00am - 11:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 11:00am - 12:00pm",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 12:00pm - 1:00pm",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 1:00pm - 2:00pm",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 2:00pm - 3:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 3:00pm - 4:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 4:00pm - 5:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 5:00pm - 6:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 6:00pm - 7:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 7:00pm - 8:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 8:00pm - 9:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 9:00pm - 10:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 10:00pm - 11:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Saturday, 9/21/2024 - 11:00pm - 12:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 12:00am - 1:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 1:00am - 2:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 2:00am - 3:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 3:00am - 4:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 4:00am - 5:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 5:00am - 6:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 6:00am - 7:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 7:00am - 8:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 8:00am - 9:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 9:00am - 10:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 10:00am - 11:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 11:00am - 12:00pm",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 12:00pm - 1:00pm",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 1:00pm - 2:00pm",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 2:00pm - 3:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 3:00pm - 4:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 4:00pm - 5:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 5:00pm - 6:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 6:00pm - 7:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 7:00pm - 8:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 8:00pm - 9:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 9:00pm - 10:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 10:00pm - 11:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekend,"Sunday, 9/22/2024 - 11:00pm - 12:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 12:00am - 1:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 1:00am - 2:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 2:00am - 3:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 3:00am - 4:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 4:00am - 5:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 5:00am - 6:00am",Super Off-Peak,$0.0451,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 6:00am - 7:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 7:00am - 8:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 8:00am - 9:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 9:00am - 10:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 10:00am - 11:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 11:00am - 12:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 12:00pm - 1:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 1:00pm - 2:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 2:00pm - 3:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 3:00pm - 4:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 4:00pm - 5:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 5:00pm - 6:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 6:00pm - 7:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 7:00pm - 8:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 8:00pm - 9:00pm",Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 9:00pm - 10:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 10:00pm - 11:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Monday, 9/23/2024 - 11:00pm - 12:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/24/2024 - 12:00am - 1:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/24/2024 - 1:00am - 2:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/24/2024 - 2:00am - 3:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/24/2024 - 3:00am - 4:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/24/2024 - 4:00am - 5:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/24/2024 - 5:00am - 6:00am",Super Off-Peak,$0.4699,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/24/2024 - 6:00am - 7:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/24/2024 - 7:00am - 8:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/24/2024 - 8:00am - 9:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/24/2024 - 9:00am - 10:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/24/2024 - 10:00am - 11:00am",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/24/2024 - 11:00am - 12:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/24/2024 - 12:00pm - 1:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/24/2024 - 1:00pm - 2:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
Weekday,"Tuesday, 9/24/2024 - 2:00pm - 3:00pm",Off-Peak,$0.1452,0,0,$ -,0,239.01,340.9,101.89,
